,S_1_GRU_ID,S_1_HRU_ID,S_1_center_lat,S_1_center_lon,S_1_HRU_area,S_1_elev_mean,ID_t,lat_t,lon_t,order_t,AS1,IDS1,S_2_ID,S_2_lat,S_2_lon,S_2_elev_m,lat_s,lon_s,ID_s,S_2_lat_temp,S_2_lon_temp,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
191,71032185,91,51.586640749237404,-116.37647384135937,15443935.43,1815.5280036661727,91,51.586640749237404,51.586640749237404,108,15443935.434791373,108,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,8137683.619543683,0.5269177441140741,0.016853014676471635,0.526917744114075,0.019090406105355583
190,71032185,91,51.586640749237404,-116.37647384135937,15443935.43,1815.5280036661727,91,51.586640749237404,51.586640749237404,108,15443935.434791373,108,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.65585667,2,7306251.815247665,0.47308225588592423,0.015131132497786887,0.473082255885925,0.10893038057921064
194,71032217,92,51.58505420065362,-116.18897195148662,6147798.287,1923.8615226081024,92,51.58505420065362,51.58505420065362,110,6147798.288901833,110,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,6147798.288901833,1.0,0.01273199348055505,1.0,0.014422281754365782
199,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445862,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,9363.384969832094,0.004929101749247054,1.9497453232200255e-05,0.004929101749247053,6.932058971119008e-05
201,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445862,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,1175887.6886908743,0.6190143929699177,0.0024352448930058533,0.6190143929699176,0.004804344812542754
202,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445862,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,250133.25234747492,0.1316759116135009,0.0005208545205795238,0.13167591161350087,0.01232350854622012
200,71032292,93,51.62108173417444,-116.11673727827014,1899612.839,1929.2600221445862,93,51.62108173417444,51.62108173417444,112,1899612.8394514068,112,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,464228.51344322594,0.24438059366733458,0.0009614099436731363,0.24438059366733453,0.001089045883527929
207,71032409,94,51.63921304839715,-116.14834587281784,5102855.692,1946.3547414463771,94,51.63921304839715,51.63921304839715,114,5102855.693556312,114,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,4401880.3384776125,0.8626307704597911,0.009166071491210738,0.8626307704597914,0.03258874241361379
208,71032409,94,51.63921304839715,-116.14834587281784,5102855.692,1946.3547414463771,94,51.63921304839715,51.63921304839715,114,5102855.693556312,114,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,700975.3550786965,0.13736922954020844,0.001451708925942322,0.1373692295402085,0.0016444365281245144
210,71032422,95,51.64787220465635,-116.32313465267656,3299650.87,1934.536977016752,95,51.64787220465635,51.64787220465635,116,3299650.8712330936,116,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,3299650.8712330936,1.0,0.0068708900415540355,1.0,0.024428531452234187
216,71032440,96,51.65775630950844,-116.41422511452991,20071661.76,1931.3799124358497,96,51.65775630950844,51.65775630950844,118,20071661.768029228,118,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,5439481.782970042,0.27100306122307316,0.011326677479625777,0.27100306122307327,0.04027048830456457
215,71032440,96,51.65775630950844,-116.41422511452991,20071661.76,1931.3799124358497,96,51.65775630950844,51.65775630950844,118,20071661.768029228,118,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,14632179.985059178,0.7289969387769264,0.030468708257008457,0.7289969387769267,0.1512534596932003
1,71028585,97,51.16043065871223,-115.57511768915904,1615975.241,1694.167915267689,97,51.16043065871223,51.16043065871223,2,1615975.2410315939,2,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,1615975.2410315939,1.0,0.0033286235111464973,1.0,0.02094796139187814
79,71030026,98,51.5654464138137,-116.15334183862518,519678.673,1809.3268275310083,98,51.5654464138137,51.5654464138137,49,519678.67266728386,49,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,519678.67266728386,1.0,0.0010762463505557302,1.0,0.001219127870944055
57,71029022,99,51.4227884118907,-116.18025644424397,139727.368,1542.3192467322717,99,51.4227884118907,51.4227884118907,32,139727.36773177824,32,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,139727.36773177824,1.0,0.00028937317904974703,1.0,0.000327790108185796
8,71028597,100,51.17273743993668,-115.61166165139227,6386550.315,1402.249187127386,100,51.17273743993668,51.17273743993668,6,6386550.3171545295,6,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,5162745.307372006,0.8083777706259772,0.010634343259621593,0.8083777706259772,0.06692490492978685
7,71028597,100,51.17273743993668,-115.61166165139227,6386550.315,1402.249187127386,100,51.17273743993668,51.17273743993668,6,6386550.3171545295,6,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1223805.0097825243,0.19162222937402296,0.002520822117312357,0.19162222937402296,0.003051470193739747
13,71028609,101,51.164007410139924,-115.64380379490976,4409814.765,1419.5045562444948,101,51.164007410139924,51.164007410139924,9,4409814.766725584,9,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4409814.766725584,1.0,0.009083439361951879,1.0,0.010995557472809971
16,71028676,102,51.193186877420004,-115.74437868707348,30935777.66,1422.0794577998156,102,51.193186877420004,51.193186877420004,12,30935777.668760113,12,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,30935777.668760113,1.0,0.0637222367454814,1.0,0.07713614727983209
20,71028700,103,51.23331320789638,-115.83037919151587,5919572.952,1439.8104171266095,103,51.23331320789638,51.23331320789638,15,5919572.954046076,15,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5919572.954046076,1.0,0.012193274507231453,1.0,0.014760031446635026
25,71028740,104,51.25697471903276,-115.88530285143453,12086610.34,1443.0692795596449,104,51.25697471903276,51.25697471903276,18,12086610.345846495,18,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,7002894.3066837,0.5793927417450179,0.014424725109291188,0.5793927417450175,0.018386871174586886
26,71028740,104,51.25697471903276,-115.88530285143453,12086610.34,1443.0692795596449,104,51.25697471903276,51.25697471903276,18,12086610.345846495,18,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5083716.039162804,0.42060725825498285,0.010471556928774526,0.4206072582549826,0.012675882058775586
32,71028852,105,51.29652417796078,-115.99221099534097,19216483.74,1464.18726551272,105,51.29652417796078,51.29652417796078,21,19216483.74848992,21,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,19216483.74848992,1.0,0.039582561652340045,1.0,0.050454996982433484
41,71028904,106,51.35559866042717,-116.08453422709971,2190451.174,1494.287981862811,106,51.35559866042717,51.35559866042717,24,2190451.174835366,24,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,2190451.174835366,1.0,0.004511942445306881,1.0,0.0057512710890810686
50,71028957,107,51.37492420316731,-116.10803025303686,59176.669,1499.0364102450285,107,51.37492420316731,51.37492420316731,27,59176.669245706194,27,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,29588.957565116893,0.5000105268220015,6.094802526720057e-05,0.5000105268220016,7.768907070621814e-05
51,71028957,107,51.37492420316731,-116.10803025303686,59176.669,1499.0364102450285,107,51.37492420316731,51.37492420316731,27,59176.669245706194,27,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,29587.7116805893,0.49998947317799836,6.127568513460865e-05,0.4999894731779984,0.00012088702900351493
67,71029798,108,51.152983531528385,-115.67277682722201,2908138.914,1435.8498362714915,108,51.152983531528385,51.152983531528385,40,2908138.91528257,40,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,2908138.91528257,1.0,0.00599025240071848,1.0,0.007251236224973754
70,71029857,109,51.193891459932814,-115.55980443032819,9532270.335,1415.8900537939314,109,51.193891459932814,51.193891459932814,43,9532270.337769534,43,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,9532270.337769534,1.0,0.019634792882500418,1.0,0.12356725891732732
75,71029963,110,51.129999879267935,-115.6872499434643,108162.525,1487.8250122070312,110,51.129999879267935,51.129999879267935,46,108162.5251885117,46,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,108162.5251885117,1.0,0.00022279569341525073,1.0,0.0002696955144439393
86,71030100,111,51.21944437413115,-115.81818102995972,501991.313,1470.2656053112398,111,51.21944437413115,51.21944437413115,54,501991.31292852206,54,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,501991.31292852206,1.0,0.0010340134206132722,1.0,0.0012516794069913776
97,71030287,112,51.34737648573619,-116.0675000038875,145338.296,1492.0629973234954,112,51.34737648573619,51.34737648573619,59,145338.29592315416,59,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,145338.29592315416,1.0,0.0002993712134914571,1.0,0.0003816017216370824
113,71030690,113,51.131228008242694,-115.69399126104119,102751.695,1484.7316059313323,113,51.131228008242694,51.131228008242694,70,102751.69540122215,70,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,102751.69540122215,1.0,0.0002116503399547057,1.0,0.00025620399766852807
122,71030774,114,51.15867757044283,-115.62434037387196,1502535.177,1442.9007405891693,114,51.15867757044283,51.15867757044283,73,1502535.1778449959,73,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,740442.5926133315,0.49279551223240436,0.0015251809308996693,0.49279551223240475,0.0018462406048954446
123,71030774,114,51.15867757044283,-115.62434037387196,1502535.177,1442.9007405891693,114,51.15867757044283,51.15867757044283,73,1502535.1778449959,73,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,762092.5852316632,0.5072044877675949,0.0015697760909091395,0.5072044877675953,0.009879041242165518
146,71031120,115,51.25903031764524,-115.94162994622825,1089418.738,1467.2970581054688,115,51.25903031764524,51.25903031764524,84,1089418.7380251908,84,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,1089418.7380251908,1.0,0.002244010138768766,1.0,0.00286038902116975
155,71031359,116,51.372083330562646,-116.10333333333283,0.0,1502.0999755859375,116,51.372083330562646,51.372083330562646,89,3.2199779879671375e-06,89,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,3.2199779879671375e-06,1.0,6.632585799569227e-15,1.0,8.454407257475031e-15
166,71031506,117,51.246739394997824,-115.84571755655234,1046550.209,1440.976313954776,117,51.246739394997824,51.246739394997824,94,1046550.2096413798,94,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1046550.2096413798,1.0,0.002155708543643475,1.0,0.002609498037224293
2,71028585,118,51.17234685016804,-115.57220886924314,4117252.192,1409.597142016794,118,51.17234685016804,51.17234685016804,3,4117252.192840009,3,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,4117252.192840009,1.0,0.008480812145152653,1.0,0.05337212958855716
