,S_1_GRU_ID,S_1_HRU_ID,S_1_center_lat,S_1_center_lon,S_1_HRU_area,S_1_elev_mean,ID_t,lat_t,lon_t,order_t,AS1,IDS1,S_2_ID,S_2_lat,S_2_lon,S_2_elev_m,lat_s,lon_s,ID_s,S_2_lat_temp,S_2_lon_temp,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
183,71032102,41,51.534787765879834,-116.09255707555967,41510866.47,2364.009798590133,41,51.534787765879834,51.534787765879834,105,41510866.48491392,105,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,38247576.85927802,0.9213870992834645,0.07921012960013356,0.9213870992834643,0.15626879101079638
182,71032102,41,51.534787765879834,-116.09255707555967,41510866.47,2364.009798590133,41,51.534787765879834,51.534787765879834,105,41510866.48491392,105,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,3263289.6256359117,0.0786129007165358,0.006758221445515418,0.07861290071653579,0.007655436989853957
187,71032185,42,51.59395268097647,-116.42405526758519,56069027.6,2485.7857243688713,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,2471821.360291907,0.04408532598187331,0.005147093868929833,0.044085325981873334,0.025551321325288597
189,71032185,42,51.59395268097647,-116.42405526758519,56069027.6,2485.7857243688713,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,5579010.762726097,0.09950254176220655,0.011554043467431883,0.09950254176220659,0.01308794813192345
186,71032185,42,51.59395268097647,-116.42405526758519,56069027.6,2485.7857243688713,42,51.59395268097647,51.59395268097647,107,56069027.62402739,107,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.65585667,2,48018195.50100936,0.8564121322559197,0.09944492700266692,0.8564121322559201,0.7159129527586072
193,71032217,43,51.59918963912314,-116.22869646254482,50687638.6,2413.538904729149,43,51.59918963912314,51.59918963912314,109,50687638.62294872,109,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,42248813.39787085,0.8335131512467577,0.08749662748596204,0.833513151246757,0.09911260291536982
192,71032217,43,51.59918963912314,-116.22869646254482,50687638.6,2413.538904729149,43,51.59918963912314,51.59918963912314,109,50687638.62294872,109,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,8438825.225077908,0.16648684875324313,0.017572234901244137,0.166486848753243,0.062475733183760894
198,71032292,44,51.62616227067477,-116.08632945265121,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.313881446,111,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,12808433.693832742,0.5406296587690101,0.026671106413745947,0.54062965876901,0.6310430165053381
195,71032292,44,51.62616227067477,-116.08632945265121,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.313881446,111,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,56178.548359521854,0.002371233685221843,0.00011698105149171493,0.0023712336852218427,0.00041591049753351105
197,71032292,44,51.62616227067477,-116.08632945265121,23691696.3,2552.319670473011,44,51.62616227067477,51.62616227067477,111,23691696.313881446,111,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,10827084.071689187,0.45699910754576817,0.02242272067758467,0.45699910754576806,0.04423640598932985
203,71032409,45,51.66354186840376,-116.17843071110183,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,51831162.39653404,0.8540522608941883,0.1079284540850317,0.8540522608941883,0.38372519706499153
206,71032409,45,51.66354186840376,-116.17843071110183,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,9.0,51.75,-116.0,2223,51.75,-116.0,9,51.75,-116.0,480236308.7281388,9,7238676.441068951,0.11927588914714055,0.015073155256086138,0.11927588914714055,0.3566334749484417
204,71032409,45,51.66354186840376,-116.17843071110183,60688513.75,2430.2113419923253,45,51.66354186840376,51.66354186840376,113,60688513.771121085,113,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,1618674.9335180852,0.02667184995867108,0.0033522503068934405,0.02667184995867108,0.0037972921138401867
209,71032422,46,51.672281977585385,-116.3030152669505,47629683.0,2407.4173527545177,46,51.672281977585385,51.672281977585385,115,47629683.01713226,115,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,47629683.01713226,1.0,0.09917967915268915,1.0,0.35262009680713474
213,71032440,47,51.667509287412265,-116.45110958461677,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,4771513.865870708,0.05488232341179031,0.009935762413523562,0.05488232341179035,0.035325275641551364
211,71032440,47,51.667509287412265,-116.45110958461677,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,2.0,51.5,-116.5,2093,51.5,-116.5,2,51.5,-116.5,482862192.65585667,2,2147231.8208946227,0.024697627324807465,0.004446883300356025,0.024697627324807486,0.03201351190137074
214,71032440,47,51.667509287412265,-116.45110958461677,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,386596.52112786873,0.004446663239139718,0.0008006353096344868,0.004446663239139721,0.0009069269502594081
212,71032440,47,51.667509287412265,-116.45110958461677,86940813.87,2398.2599948145635,47,51.667509287412265,51.667509287412265,117,86940813.89501904,117,1.0,51.75,-116.5,2243,51.75,-116.5,1,51.75,-116.5,480236308.7281018,1,79635471.68712577,0.9159733860242617,0.16582559510762326,0.9159733860242624,0.823195218981511
0,71028585,48,51.15181715500732,-115.58027472188999,508126.212,2113.275575029089,48,51.15181715500732,51.15181715500732,1,508126.2124766382,1,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,508126.2124766382,1.0,0.0010466502298635719,1.0,0.006586863468506433
5,71028597,49,51.1774712006235,-115.6114022642511,3781836.401,1704.8815968540737,49,51.1774712006235,51.1774712006235,5,3781836.4023083136,5,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,626623.1367237269,0.16569281958924925,0.0012907329596187212,0.16569281958924928,0.0015624399386630647
6,71028597,49,51.1774712006235,-115.6114022642511,3781836.401,1704.8815968540737,49,51.1774712006235,51.1774712006235,5,3781836.4023083136,5,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,3155213.265584586,0.8343071804107506,0.006499181913085287,0.8343071804107508,0.04090117471627489
11,71028609,50,51.17415542030264,-115.64868013527861,7747911.174,1775.0189928296886,50,51.17415542030264,51.17415542030264,8,7747911.176707938,8,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,7726285.817409422,0.9972088787796732,0.015914783823824625,0.9972088787796733,0.01926494064959633
12,71028609,50,51.17415542030264,-115.64868013527861,7747911.174,1775.0189928296886,50,51.17415542030264,51.17415542030264,8,7747911.176707938,8,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,21625.359298515596,0.0027911212203266555,4.454441972271666e-05,0.002791121220326656,0.00028033052745388
15,71028676,51,51.19774089470782,-115.75549412034867,40539816.09,1744.985064444409,51,51.19774089470782,51.19774089470782,11,40539816.110042825,11,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,40539816.110042825,1.0,0.08350485924234943,1.0,0.10108312969030027
19,71028700,52,51.23543680780609,-115.83561956427785,4516368.174,1665.4638240180705,52,51.23543680780609,51.23543680780609,14,4516368.175248671,14,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4516368.175248671,1.0,0.009302920559310066,1.0,0.011261240770026866
23,71028740,53,51.26225145639907,-115.8918289620125,23496370.49,1738.7191887190781,53,51.26225145639907,51.26225145639907,17,23496370.506043088,17,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,17993142.671111844,0.7657839182644888,0.03706269515382087,0.7657839182644884,0.04724298009237948
24,71028740,53,51.26225145639907,-115.8918289620125,23496370.49,1738.7191887190781,53,51.26225145639907,51.26225145639907,17,23496370.506043088,17,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,5503227.834931255,0.23421608173551176,0.011335677115236633,0.23421608173551164,0.013721904693490203
31,71028852,54,51.30596203259391,-116.0179012630657,57158207.1,1684.8137203694423,54,51.30596203259391,51.30596203259391,20,57158207.12453954,20,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,57158207.12453954,1.0,0.11773580885327674,1.0,0.15007517534088805
40,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,3985574.5893747183,0.21680550828671816,0.008254062235547588,0.21680550828671843,0.01628393152477203
38,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.57163244,7,976912.6891790001,0.05314166060116976,0.002012267553964797,0.05314166060116982,0.009651597152954427
39,71028904,55,51.35946874854424,-116.09386932772335,18383179.55,1678.4244692442846,55,51.35946874854424,51.35946874854424,23,18383179.564349107,23,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,13420692.285795366,0.7300528311121108,0.02764425514950541,0.7300528311121117,0.03523750742563322
47,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739265,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.57163244,7,2914762.6470026136,0.12666174301712593,0.006003896117882454,0.12666174301712604,0.02879695921340794
46,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739265,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,7761986.212491502,0.3372990606834107,0.01607495126051915,0.337299060683411,0.018209047673561768
48,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739265,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,856772.797475084,0.03723127713656194,0.0017648006015028815,0.03723127713656198,0.00224955145160901
49,71028957,56,51.39008027257136,-116.12377300815962,23012178.55,1679.4948833739265,56,51.39008027257136,51.39008027257136,26,23012178.5597764,26,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,11478656.902807182,0.4988079191629006,0.023772117754075874,0.49880791916290107,0.04689854845521502
54,71028974,57,51.430321391854584,-116.15568654805111,9489160.638,1709.6730152445498,57,51.430321391854584,51.430321391854584,29,9489160.641015973,29,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,9489160.641015973,1.0,0.019651902313622592,1.0,0.022260871607356646
56,71029016,58,51.410061951393345,-116.17630663395144,8144048.825,1651.6449719923164,58,51.410061951393345,51.410061951393345,31,8144048.827668622,31,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,8144048.827668622,1.0,0.01686619692230026,1.0,0.019105338414564358
58,71029071,59,51.442111471106266,-116.20075239478494,9518971.44,1618.189980397106,59,51.442111471106266,51.442111471106266,33,9518971.442847347,33,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,9518971.442847347,1.0,0.01971364001494769,1.0,0.022330805551694373
60,71029528,60,51.514395677564764,-116.28019195941084,56359210.36,1763.1302202019258,60,51.514395677564764,51.514395677564764,35,56359210.38422401,35,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,56359210.38422401,1.0,0.11671903752544029,1.0,0.13221455444987448
63,71029778,61,51.605363523788526,-116.32415907299577,14559765.94,1845.3284817415126,61,51.605363523788526,51.605363523788526,37,14559765.951644503,37,5.0,51.75,-116.25,2284,51.75,-116.25,5,51.75,-116.25,480236308.72817594,5,1934081.3979841392,0.13283739617845214,0.004027353539981649,0.13283739617845208,0.014318717375144691
64,71029778,61,51.605363523788526,-116.32415907299577,14559765.94,1845.3284817415126,61,51.605363523788526,51.605363523788526,37,14559765.951644503,37,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,12625684.553660369,0.8671626038215482,0.02614759396301905,0.8671626038215479,0.029618925575900824
66,71029798,62,51.14314599716791,-115.67746131737756,4979481.209,1659.4221740126222,62,51.14314599716791,51.14314599716791,39,4979481.210326449,39,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4979481.210326449,1.0,0.0102568515959604,1.0,0.012415979974047052
69,71029857,63,51.20818380959291,-115.58813219339505,12757983.3,1727.5450937962864,63,51.20818380959291,51.20818380959291,42,12757983.305280745,42,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,12757983.305280745,1.0,0.026279191726763424,1.0,0.16538232451299162
74,71029963,64,51.11441073713066,-115.67834317285975,8515232.819,1706.2268354907878,64,51.11441073713066,51.11441073713066,45,8515232.821734887,45,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,7347053.527295399,0.8628129942075403,0.015052807448461242,0.8628129942075407,0.044332467388215425
73,71029963,64,51.11441073713066,-115.67834317285975,8515232.819,1706.2268354907878,64,51.11441073713066,51.11441073713066,45,8515232.821734887,45,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1168179.2944394834,0.1371870057924593,0.0024062429707921306,0.13718700579245935,0.0029127714541383252
78,71029992,65,51.50297300797191,-116.1826173551779,37301371.0,1796.2653492576833,65,51.50297300797191,51.50297300797191,48,37301371.01899659,48,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,37301371.01899659,1.0,0.07725055219963367,1.0,0.08750626767167398
81,71030071,66,51.09190449100947,-115.6602584119185,4735971.273,1745.9620791015625,66,51.09190449100947,51.09190449100947,51,4735971.274494945,51,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,4735971.274494945,1.0,0.009703163780087386,1.0,0.028577073965508695
84,71030100,67,51.204514322045625,-115.84967206912073,8882157.206,1718.4629421245725,67,51.204514322045625,51.204514322045625,53,8882157.208563516,53,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,218713.9044478785,0.024623962322690124,0.00045051200419080154,0.024623962322690127,0.000574257472561864
85,71030100,67,51.204514322045625,-115.84967206912073,8882157.206,1718.4629421245725,67,51.204514322045625,51.204514322045625,53,8882157.208563516,53,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,8663443.304115636,0.9753760376773097,0.01784516268402695,0.9753760376773098,0.021601675762351138
91,71030270,68,51.592764570607855,-116.13680026453419,8234952.21,1891.5113396812012,68,51.592764570607855,51.592764570607855,56,8234952.212334117,56,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,7546911.570849733,0.9164487390158922,0.015629535063283302,0.9164487390158922,0.017704498413125495
92,71030270,68,51.592764570607855,-116.13680026453419,8234952.21,1891.5113396812012,68,51.592764570607855,51.592764570607855,56,8234952.212334117,56,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,688040.6414843844,0.08355126098410788,0.0014249213377008135,0.08355126098410788,0.00281113963393411
95,71030287,69,51.39430440778611,-116.0554979897056,16589403.86,1774.5584678019272,69,51.39430440778611,51.39430440778611,58,16589403.873918392,58,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,4482449.865108852,0.27019957432925557,0.009233054832580237,0.27019957432925557,0.011769166377056306
96,71030287,69,51.39430440778611,-116.0554979897056,16589403.86,1774.5584678019272,69,51.39430440778611,51.39430440778611,58,16589403.873918392,58,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,12106954.00880954,0.7298004256707445,0.02507331117024815,0.7298004256707445,0.04946559288555397
99,71030302,70,51.18397181606968,-115.90111519905076,6217552.569,1820.6775236419758,70,51.18397181606968,51.18397181606968,61,6217552.570314779,61,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,6217552.570314779,1.0,0.012807059874337818,1.0,0.016324869850240193
102,71030418,71,51.036610173572775,-115.6042253697221,19882074.17,1851.7455949884697,71,51.036610173572775,51.036610173572775,63,19882074.184661258,63,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,5079272.668962795,0.2554699586062999,0.010406527348695427,0.2554699586063002,0.030648570765965166
103,71030418,71,51.036610173572775,-115.6042253697221,19882074.17,1851.7455949884697,71,51.036610173572775,51.036610173572775,63,19882074.184661258,63,20.0,51.0,-115.5,2041,51.0,-115.5,20,51.0,-115.5,488085265.98455757,20,14802801.515698439,0.7445300413936989,0.03032831053778784,0.7445300413936997,0.19190515852537668
106,71030527,72,51.05683408062537,-115.66216247510249,5519513.475,1862.8642035457174,72,51.05683408062537,51.05683408062537,65,5519513.476157167,65,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,5519513.476157167,1.0,0.011308502552364796,1.0,0.03330500455338725
108,71030563,73,51.07647374486839,-115.70074861784632,7282267.006,1829.3687234984898,73,51.07647374486839,51.07647374486839,67,7282267.008222622,67,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,7282267.008222622,1.0,0.014920071380425871,1.0,0.04394154247752578
111,71030690,74,51.11887833969609,-115.74579612473038,16006456.73,1793.0929272320675,74,51.11887833969609,51.11887833969609,69,16006456.735340836,69,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,4783359.510204003,0.2988393739660552,0.009852875541440556,0.2988393739660551,0.011926964552893025
112,71030690,74,51.11887833969609,-115.74579612473038,16006456.73,1793.0929272320675,74,51.11887833969609,51.11887833969609,69,16006456.735340836,69,16.0,51.0,-115.75,2003,51.0,-115.75,16,51.0,-115.75,488085265.98448217,16,11223097.225136837,0.7011606260339451,0.0229941323930349,0.7011606260339448,0.06772069781167189
118,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,278444.38931368437,0.014502641657292214,0.0005735462507611408,0.014502641657292214,0.0006942811541160165
120,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,10665290.95733417,0.5554965331002807,0.02196861519433798,0.5554965331002807,0.1382546573329679
121,71030774,75,51.12825107222597,-115.59257831913648,19199563.48,1753.8234884600572,75,51.12825107222597,51.12825107222597,72,19199563.492881108,72,20.0,51.0,-115.5,2041,51.0,-115.5,20,51.0,-115.5,488085265.98455757,20,8255828.146233253,0.4300008252424271,0.01691472519577032,0.4300008252424271,0.1070294705688625
129,71030784,76,51.1474875231419,-115.90900726795508,5189854.603,1933.919295247396,76,51.1474875231419,51.1474875231419,75,5189854.604860691,75,12.0,51.0,-116.0,1848,51.0,-116.0,12,51.0,-116.0,488085265.98455757,12,630205.4112063277,0.12143026330951405,0.0012911789294337492,0.12143026330951381,0.02777329830258006
128,71030784,76,51.1474875231419,-115.90900726795508,5189854.603,1933.919295247396,76,51.1474875231419,51.1474875231419,75,5189854.604860691,75,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,4559649.193654374,0.878569736690488,0.009392071811007027,0.8785697366904862,0.011971861726517225
132,71030838,77,51.15927509283283,-115.95593479198082,11625580.54,1900.0878893197387,77,51.15927509283283,51.15927509283283,77,11625580.546348874,77,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,11625580.546348874,1.0,0.023946642098675346,1.0,0.030524243616169577
137,71030896,78,51.1764239908207,-115.8680239833861,2263750.269,1874.36350994975,78,51.1764239908207,51.1764239908207,79,2263750.2691793162,79,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,445665.9704189962,0.19687064270590446,0.000917993165729194,0.1968706427059045,0.0011701451465818118
138,71030896,78,51.1764239908207,-115.8680239833861,2263750.269,1874.36350994975,78,51.1764239908207,51.1764239908207,79,2263750.2691793162,79,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1818084.2987603191,0.8031293572940952,0.0037449324645825494,0.8031293572940954,0.004533263063173126
141,71031094,79,51.24769720206829,-115.61701754542986,7169259.936,1861.6985952637085,79,51.24769720206829,51.24769720206829,81,7169259.937874724,81,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,1348335.6924671794,0.18807180994289402,0.0027773333234981123,0.18807180994289385,0.0033619785372918094
142,71031094,79,51.24769720206829,-115.61701754542986,7169259.936,1861.6985952637085,79,51.24769720206829,51.24769720206829,81,7169259.937874724,81,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,5820924.245407551,0.8119281900571068,0.01199007559515415,0.8119281900571061,0.07545690878283746
145,71031120,80,51.24709120001692,-116.00530722301284,34357872.44,1769.9297779075466,80,51.24709120001692,51.24709120001692,83,34357872.451029144,83,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,34357872.451029144,1.0,0.07077114743445022,1.0,0.09021038258238763
150,71031296,81,51.24942149989891,-115.67807010715404,22920267.11,1845.7322665075606,81,51.24942149989891,51.24942149989891,86,22920267.121589582,86,19.0,51.25,-115.5,2020,51.25,-115.5,19,51.25,-115.5,485478527.5715949,19,1478949.3137362876,0.06452583235136915,0.003046374308528368,0.0645258323513691,0.01917168799251839
149,71031296,81,51.24942149989891,-115.67807010715404,22920267.11,1845.7322665075606,81,51.24942149989891,51.24942149989891,86,22920267.121589582,86,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,21441317.807853308,0.9354741676486314,0.04416532676554805,0.9354741676486308,0.053462391216058495
154,71031359,82,51.34018238275296,-116.16110576889291,14299198.85,1865.9531506917563,82,51.34018238275296,51.34018238275296,88,14299198.859824112,88,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,1323690.7315064173,0.09257097159656534,0.0027265690578070086,0.09257097159656526,0.0034754959719974646
153,71031359,82,51.34018238275296,-116.16110576889291,14299198.85,1865.9531506917563,82,51.34018238275296,51.34018238275296,88,14299198.859824112,88,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.57163244,7,12975508.128317708,0.9074290284034356,0.026727254433314085,0.9074290284034349,0.12819403278982433
158,71031503,83,51.38142111066598,-116.19790772646944,6868907.926,1874.7576618478367,83,51.38142111066598,51.38142111066598,91,6868907.927701588,91,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,4835054.726654945,0.7039044310312669,0.010013322227735929,0.703904431031266,0.011342682093438007
159,71031503,83,51.38142111066598,-116.19790772646944,6868907.926,1874.7576618478367,83,51.38142111066598,51.38142111066598,91,6868907.927701588,91,7.0,51.25,-116.25,1999,51.25,-116.25,7,51.25,-116.25,485478527.57163244,7,2033853.2010466529,0.2960955689687345,0.004189378284596855,0.2960955689687341,0.0200938446006328
164,71031506,84,51.298102874453775,-115.8393745409986,25833051.49,1828.3330862389837,84,51.298102874453775,51.298102874453775,93,25833051.50358151,93,11.0,51.25,-116.0,2088,51.25,-116.0,11,51.25,-116.0,485478527.5715949,11,3943466.436602315,0.15265197903761352,0.0081228441890682,0.15265197903761363,0.010354005954639485
165,71031506,84,51.298102874453775,-115.8393745409986,25833051.49,1828.3330862389837,84,51.298102874453775,51.298102874453775,93,25833051.50358151,93,15.0,51.25,-115.75,2169,51.25,-115.75,15,51.25,-115.75,485478527.5715199,15,21889585.066979174,0.8473480209623857,0.0450886781264583,0.8473480209623864,0.05458011354038129
169,71031643,85,51.4095107590013,-116.22338501481194,8966624.293,1797.1932520877829,85,51.4095107590013,51.4095107590013,96,8966624.295579968,96,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,8966624.295579968,1.0,0.018569737767746987,1.0,0.021035039846679142
172,71031654,86,51.4226409821485,-116.13531621693788,6938022.593,1715.6011860771387,86,51.4226409821485,51.4226409821485,98,6938022.594736036,98,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,6048760.901936073,0.8718277894519028,0.01252688861114911,0.871827789451903,0.014189947342611442
173,71031654,86,51.4226409821485,-116.13531621693788,6938022.593,1715.6011860771387,86,51.4226409821485,51.4226409821485,98,6938022.594736036,98,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,889261.6927999615,0.12817221054809702,0.0018416469674478809,0.12817221054809705,0.003633271988375772
176,71031687,87,51.427425081736814,-116.02474325810772,2745904.367,1879.1256612340999,87,51.427425081736814,51.427425081736814,100,2745904.3682772596,100,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,2745904.3682772596,1.0,0.005686724721962433,1.0,0.01121898930854392
178,71031838,88,51.45050958247174,-116.0199059673404,4087256.991,1909.6004163864877,88,51.45050958247174,51.45050958247174,102,4087256.9922877364,102,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,4087256.9922877364,1.0,0.008464644891343713,1.0,0.016699377089565644
181,71031893,89,51.46128961015833,-116.2830678245405,30322387.93,1758.5804202763911,89,51.46128961015833,51.46128961015833,104,30322387.943187326,104,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,30322387.943187326,1.0,0.06279718810951487,1.0,0.0711340876572495
184,71032102,90,51.5625281935801,-116.1171462532883,6558010.919,1907.6234737221712,90,51.5625281935801,51.5625281935801,106,6558010.920810971,106,6.0,51.5,-116.25,2258,51.5,-116.25,6,51.5,-116.25,482862192.65593123,6,2780447.4865693324,0.423977257760574,0.005758262976183291,0.42397725776057427,0.0065227249122521425
185,71032102,90,51.5625281935801,-116.1171462532883,6558010.919,1907.6234737221712,90,51.5625281935801,51.5625281935801,106,6558010.920810971,106,10.0,51.5,-116.0,2259,51.5,-116.0,10,51.5,-116.0,482862192.655894,10,3777563.434241635,0.5760227422394254,0.007823274407681097,0.5760227422394257,0.015434056724885953
